mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_22550,CCC(OC)C(C)=NO,2.20579,1.02133,0.859,0.5017,82.76,-0.2462,0.0085,0.2547,1490.8498,0.190238,-441.445292,-441.433852,-441.432908,-441.48238,40.13
gdb_56051,CC(=O)NC=NC1CC1,5.10729,0.66846,0.61842,2.0068,84.54,-0.2345,-0.0138,0.2207,1824.0014,0.157956,-419.232355,-419.222564,-419.22162,-419.268687,34.499
gdb_129864,c1c2c(cn[nH]2)oc1N,5.42112,1.28499,1.0399,3.9544,71.98,-0.1857,0.0168,0.2024,1061.1866,0.104688,-432.882796,-432.875877,-432.874933,-432.91385,27.091
gdb_113173,CCN1CC1(C)C(N)=O,3.0148,1.05158,0.89795,3.3575,80.28,-0.2283,0.0305,0.2588,1383.0384,0.180997,-420.424775,-420.414512,-420.413568,-420.459974,37.851
gdb_12027,CC1(CC2CC12)C#C,3.68386,1.71468,1.50954,0.5972,77.32,-0.248,0.0561,0.3042,916.4991,0.152718,-310.60685,-310.599017,-310.598073,-310.638366,30.913
gdb_87719,CC1OC11CC(O)C1C,2.42223,1.26273,1.11006,1.239,78.58,-0.2527,0.056,0.3087,1233.5366,0.179973,-424.20156,-424.191769,-424.190825,-424.236071,36.623
gdb_52975,CC#CC12NC1C1NC21,4.82765,0.90136,0.84272,3.0107,84.79,-0.1974,0.03,0.2275,1409.2986,0.134861,-380.733447,-380.724969,-380.724025,-380.768272,31.434
gdb_13035,C1CN(C1=O)CC#N,3.96632,1.39698,1.16849,3.7373,63.88,-0.2684,0.0045,0.2729,998.7874,0.107631,-378.75171,-378.744081,-378.743137,-378.784824,26.2
gdb_79641,OC1C2C1N1CC1C2O,2.59987,1.60838,1.23634,2.5751,70.23,-0.2257,0.0547,0.2804,1037.5222,0.14815,-439.02259,-439.014744,-439.0138,-439.054544,31.261
gdb_54342,CC(=O)C1(COC1)C#C,1.90387,1.74909,1.14502,3.1544,74.51,-0.251,-0.0282,0.2228,1114.5793,0.132487,-421.783692,-421.774215,-421.773271,-421.818893,33.591
gdb_45468,O=C1CC2CCN2C=C1,3.66562,1.34708,1.04057,5.2003,82.25,-0.2077,-0.0302,0.1776,1129.3595,0.15012,-401.969102,-401.961654,-401.96071,-402.001233,28.895
gdb_76247,CC1N(C)C(C#N)C1=O,2.09294,1.44967,1.01365,5.3314,75.33,-0.2566,-0.0481,0.2086,1208.7069,0.133586,-418.011046,-418.001708,-418.000763,-418.045492,33.029
gdb_11983,CC1(C)C(O)C2CN12,2.60828,2.19603,1.81871,1.818,70.85,-0.2319,0.0657,0.2975,860.0229,0.164085,-365.019369,-365.010976,-365.010031,-365.051401,32.251
gdb_98071,CCC(=O)C(=N)N(C)C,3.20081,0.99772,0.81056,2.7996,82.88,-0.2272,-0.0418,0.1854,1492.1476,0.180074,-420.424755,-420.413768,-420.412824,-420.461746,38.177
gdb_55784,C1CC=C(C1)CC(=O)N,3.73238,0.89715,0.88211,3.6847,82.04,-0.2293,0.0155,0.2448,1411.3379,0.171804,-403.206799,-403.197531,-403.196587,-403.241883,34.03
gdb_6335,CC(=O)NC(=N)CO,4.28611,1.22238,0.96591,2.1453,64.73,-0.2561,-0.0114,0.2448,1165.0347,0.129613,-417.09817,-417.089154,-417.08821,-417.132721,31.203
gdb_81209,OC1C2CC11OC(=N)C21,3.48467,1.38874,1.27783,1.8039,71.29,-0.2552,0.0047,0.26,1009.7933,0.124041,-437.747832,-437.740693,-437.739749,-437.779114,28.89
gdb_13485,CC(C)C1COC1=O,3.24185,1.64342,1.15962,3.9538,67.56,-0.2703,0.0103,0.2806,1038.9679,0.153056,-384.976592,-384.968209,-384.967264,-385.009564,30.397
gdb_10139,CCOC(C#C)C#C,2.74147,1.4029,0.97799,1.1407,73.45,-0.2668,0.0091,0.276,1190.0459,0.126143,-346.515294,-346.505975,-346.505031,-346.54957,32.963
gdb_109213,CCC1=CCC2(C)CC12,3.05965,1.08814,0.98896,0.1991,92.23,-0.2154,0.0295,0.2449,1369.0875,0.205922,-351.170644,-351.161355,-351.160411,-351.204526,36.057
gdb_79690,CC1C2C3CN3C1C2=O,2.6592,1.78146,1.37603,3.5849,75.42,-0.2295,-0.0049,0.2246,981.1198,0.148904,-401.893739,-401.886368,-401.885424,-401.925326,29.496
gdb_43006,O=C1C2CC2CC2CC12,2.19386,1.97231,1.31408,3.5787,79.18,-0.2309,-0.0078,0.2231,1019.2822,0.16215,-385.89866,-385.891364,-385.89042,-385.930197,29.712
gdb_120842,CCCC1CC1CCO,3.23653,0.59676,0.53736,1.3267,90.55,-0.2607,0.0813,0.342,2157.7876,0.227591,-389.480546,-389.469355,-389.468411,-389.51802,40.179
gdb_60955,CC(C=O)N1CC(=O)C1,3.58883,0.93393,0.77465,2.0982,74.36,-0.247,-0.0357,0.2112,1419.3407,0.144241,-439.079225,-439.069892,-439.068948,-439.114312,33.155
gdb_131463,OC1C2C1C1=CC=NN21,4.84228,1.26484,1.15799,2.1585,71.71,-0.2356,0.0028,0.2385,1035.9207,0.114563,-416.74561,-416.738888,-416.737944,-416.77666,26.514
gdb_47448,O=C1OCCC1C1CO1,3.10497,1.25908,0.9407,2.7252,67.96,-0.2685,0.0054,0.2739,1203.9516,0.136685,-458.98387,-458.975916,-458.974972,-459.017363,28.961
gdb_22606,CC1C(=NO)C2NC12C,2.92607,1.22683,1.04744,2.2341,80.71,-0.2259,0.0099,0.2358,1215.742,0.157594,-419.125577,-419.116342,-419.115398,-419.159143,34.923
gdb_31100,C(c1c([nH]c(n1)O)N)O,3.29092,1.17673,0.88936,2.6007,68.09,-0.1779,0.0493,0.2272,1239.2503,0.125849,-471.235051,-471.226312,-471.225368,-471.268264,32.754
gdb_125983,CC1CN2C1=NOC2=O,3.70249,1.33685,1.05577,6.488,67.62,-0.2505,-0.0038,0.2467,1100.9461,0.113205,-453.931316,-453.92369,-453.922746,-453.964187,27.697
gdb_20743,Cc1c(n[nH]n1)C=O,3.47408,1.90475,1.23971,3.3187,62.14,-0.2577,-0.0615,0.1962,903.1409,0.096613,-394.799416,-394.792255,-394.791311,-394.831327,24.779
gdb_21328,c1cnoc1CC#N,6.68145,1.30773,1.10107,0.6782,59.72,-0.2756,-0.0298,0.2458,972.4159,0.08476,-377.528708,-377.522036,-377.521092,-377.560612,23.313
gdb_7406,CC(=O)C(C(=O)C)O,2.72455,1.70901,1.31999,4.4902,62.39,-0.2473,-0.0454,0.2019,978.4067,0.12593,-420.91073,-420.901293,-420.900349,-420.945721,32.264
gdb_5239,COCc1cnc[nH]1,7.20014,1.11474,0.9797,4.6697,67.66,-0.2155,0.0327,0.2482,1162.7383,0.131659,-379.94127,-379.93338,-379.932436,-379.975351,27.314
gdb_11104,C1C(CN1C=O)C=O,4.94875,1.15582,1.13915,3.862,64.32,-0.2496,-0.0414,0.2082,1057.8115,0.118148,-399.811727,-399.803839,-399.802895,-399.845464,26.627
gdb_102311,CNC(CN(C)C)C#N,2.35851,0.952,0.80184,4.7645,84.81,-0.2291,0.0316,0.2607,1553.8413,0.193047,-400.514448,-400.503585,-400.502641,-400.550802,38.511
gdb_88322,CC1CN1C(=O)OC=N,3.77367,0.95678,0.8515,2.2997,73.75,-0.2664,-0.0067,0.2596,1377.6508,0.134689,-455.1572,-455.148019,-455.147075,-455.191953,32.136
gdb_73383,CC12CCN3C1C2C3=O,3.02571,1.65902,1.3847,4.2608,75.35,-0.2392,0.0036,0.2428,982.9289,0.149198,-401.948911,-401.941561,-401.940616,-401.980403,29.291
gdb_88841,OC1CC1C1CCC1O,2.78278,1.14534,0.92876,2.0578,78.72,-0.2454,0.0722,0.3176,1314.7412,0.182036,-424.189221,-424.179929,-424.178985,-424.223607,35.42
gdb_47245,C1C=CC=CNC(=O)N1,2.69812,1.52768,1.0626,2.628,79.64,-0.2042,-0.0279,0.1763,1110.2485,0.139337,-418.046544,-418.038613,-418.037669,-418.079467,30.236
gdb_97818,OCC#CC1CC2CC12,4.96637,0.67966,0.65238,1.263,85.54,-0.2388,0.0342,0.273,1749.4203,0.158667,-385.818966,-385.809755,-385.808811,-385.855089,33.236
gdb_103308,COC1(C)C2CC1(O)C2,2.45403,1.42065,1.37639,1.6927,78.57,-0.2491,0.0828,0.3319,1106.2653,0.180792,-424.167306,-424.157891,-424.156946,-424.201466,35.849
gdb_121587,CCCNC(=N)C(=O)C,4.18289,0.69102,0.60244,0.4126,83.13,-0.2249,-0.0545,0.1704,1890.529,0.18037,-420.442479,-420.431408,-420.430463,-420.480626,38.306
gdb_92910,OC1CC=CC(O)C1O,2.43043,1.53419,1.11067,1.8814,72.28,-0.2541,0.0027,0.2569,1117.133,0.159764,-460.169381,-460.160511,-460.159567,-460.202753,34.032
gdb_49864,O=CC1OC(=O)C2OC12,3.6552,1.29543,1.05708,2.7145,58.38,-0.2712,-0.0528,0.2184,1055.742,0.087906,-493.712379,-493.704998,-493.704054,-493.745224,26.223
gdb_93300,OC1CCC(=O)C11CN1,2.2407,1.83585,1.12907,4.8441,72.61,-0.2319,-0.0213,0.2106,1072.8812,0.148056,-439.084585,-439.076259,-439.075315,-439.117537,31.754
gdb_61634,CC(CC1CC1O)C=O,3.25535,0.78298,0.68991,4.1362,80.03,-0.2414,-0.0157,0.2257,1647.2441,0.179746,-424.216759,-424.20642,-424.205476,-424.253219,37.051
gdb_126582,CCCCc1c[nH]nc1,5.24766,0.64092,0.61941,2.231,85.18,-0.2312,0.0271,0.2583,1868.6439,0.184234,-383.302976,-383.293603,-383.292659,-383.338763,33.884
gdb_62760,CC1(C)C2NC(=O)NC12,3.56615,1.23342,1.18892,3.9697,75.18,-0.2248,0.055,0.2797,1124.1633,0.160063,-419.248322,-419.239614,-419.23867,-419.281175,33.535
gdb_103565,CCC1(C)NC(=O)C1O,2.36414,1.2109,1.13636,2.9956,75.69,-0.2486,0.021,0.2696,1230.0921,0.16862,-440.311963,-440.301779,-440.300835,-440.347043,37.12
gdb_1610,CC(O)C(=O)C=O,3.86878,2.22582,1.58242,0.9633,51.49,-0.2681,-0.1102,0.1579,756.6399,0.098581,-381.606362,-381.598596,-381.597651,-381.638553,26.482
gdb_61846,CC(NC=O)C1CCC1,2.32717,1.15176,0.87137,3.5722,83.53,-0.2465,0.0334,0.2799,1406.806,0.194063,-404.372184,-404.362296,-404.361352,-404.407943,35.944
gdb_110880,CCC1C2OC(C)OC12,2.61119,1.32276,1.14468,0.7884,78.39,-0.2439,0.0873,0.3312,1205.8219,0.181885,-424.215286,-424.206298,-424.205354,-424.249375,33.902
gdb_128826,Cc1nc(no1)COC,4.86382,0.8454,0.75491,1.3988,72.12,-0.2621,-0.0197,0.2425,1522.2011,0.134725,-455.143026,-455.133849,-455.132905,-455.178351,31.137
gdb_4719,Cc1cc([nH]c1)C#N,6.69457,1.2691,1.07395,4.602,73.91,-0.2277,-0.021,0.2066,1044.8282,0.108955,-341.648022,-341.640666,-341.639722,-341.679866,26.609
gdb_127593,Cn1c(c(cn1)CO)N,3.0328,1.30158,0.95282,2.4974,76.0,-0.1983,0.0369,0.2353,1221.8486,0.149134,-435.28036,-435.271169,-435.270225,-435.314479,33.391
gdb_95628,CC1CCNC(=O)C1C,2.19284,1.54633,1.05204,3.7294,82.26,-0.2328,0.0353,0.2681,1220.5459,0.196145,-404.408472,-404.399263,-404.398319,-404.442188,35.309
gdb_123262,COCCCCCCO,10.81546,0.3479,0.34207,0.3951,88.14,-0.25,0.0806,0.3306,3145.533,0.226582,-426.616192,-426.604174,-426.60323,-426.655086,40.939
gdb_99052,CCC(=O)CC(C)C#N,3.98553,0.72877,0.67107,3.9581,80.47,-0.2633,-0.0281,0.2352,1714.4096,0.168069,-403.198116,-403.187455,-403.186511,-403.235003,37.023
gdb_79766,OC1C2C3CN4C(C23)C14,2.73256,1.97281,1.8068,2.0119,72.15,-0.2302,0.0577,0.2879,859.1355,0.151291,-401.925639,-401.919116,-401.918172,-401.956237,27.348
gdb_61317,CC(CC#CC#C)C#N,6.31341,0.58731,0.55204,3.3031,92.12,-0.2571,-0.0293,0.2278,1890.0437,0.121811,-363.580054,-363.570265,-363.56932,-363.615388,34.626
gdb_38565,C1C2C3CC4OC1C4C23,2.64192,2.3332,1.7664,1.7537,76.17,-0.2394,0.0724,0.3118,852.3172,0.164042,-385.888833,-385.882918,-385.881974,-385.918799,26.011
gdb_992,c1c(c(c[nH]1)O)N,4.0274,3.14161,1.78163,3.1268,55.54,-0.1829,0.0472,0.23,664.0796,0.103814,-340.655117,-340.648528,-340.647584,-340.68519,24.948
gdb_121314,CCCN1CCCC1=O,3.05261,0.9913,0.80614,3.5923,83.78,-0.2306,0.0388,0.2694,1506.2373,0.195479,-404.409482,-404.399877,-404.398933,-404.444933,34.73
gdb_101351,COC(C)C1OC1CO,2.51763,1.0539,0.81765,2.9584,75.97,-0.2548,0.0746,0.3294,1461.5002,0.179408,-461.321216,-461.310511,-461.309567,-461.358299,37.442
gdb_123025,CCOCCC1CC1C,4.73878,0.5369,0.5095,0.8444,91.56,-0.2473,0.0917,0.339,2287.9468,0.226973,-389.478802,-389.467582,-389.466638,-389.516579,39.814
gdb_96225,CC1OCCC=CC1=O,2.39452,1.58243,1.06235,3.1379,79.83,-0.2348,-0.0531,0.1817,1158.9706,0.159582,-423.050987,-423.0425,-423.041556,-423.08443,32.118
gdb_73729,OC12CCOC3CC1C23,2.65489,1.84855,1.37998,1.9683,73.83,-0.2431,0.0731,0.3162,974.3121,0.161432,-422.991886,-422.984683,-422.983739,-423.022981,30.076
gdb_62889,CC1(O)C2CC1C21CO1,3.21129,1.50804,1.19162,2.6853,75.87,-0.2497,0.0711,0.3207,1068.672,0.157862,-422.944739,-422.936534,-422.93559,-422.976785,32.958
gdb_87561,CC1CC11C2CC2C1C,2.35991,1.44638,1.22195,0.2047,89.65,-0.2362,0.0895,0.3257,1190.13,0.205397,-351.119149,-351.11002,-351.109076,-351.152458,35.961
gdb_63381,CC1(C)CC(C)(O1)C#N,2.66263,1.33832,1.05094,4.2891,79.52,-0.2714,0.0155,0.2869,1214.5071,0.167989,-403.166357,-403.156523,-403.155579,-403.200727,36.731
gdb_63271,CC1(CC(=O)C12CC2)C,2.11128,1.59081,1.24719,2.978,83.54,-0.2341,-0.0162,0.2179,1139.3612,0.180207,-387.0996,-387.090152,-387.089207,-387.13378,36.116
gdb_31267,CNc1ccoc1OC,2.40085,1.3924,0.92906,0.7225,76.79,-0.1774,0.0312,0.2086,1274.4895,0.147195,-439.085352,-439.07601,-439.075065,-439.120548,32.986
gdb_81659,OC1C2CCC=CC1O2,2.2269,1.81725,1.66654,1.3056,75.01,-0.245,-0.0044,0.2406,955.4786,0.161816,-423.014688,-423.007321,-423.006377,-423.04613,30.081
gdb_18739,CC1CC2OC(=N)C12,3.11776,2.2064,1.57442,2.6913,68.82,-0.2578,0.0248,0.2826,849.9466,0.143016,-363.851244,-363.844092,-363.843147,-363.882647,27.43
gdb_113398,CCC1CC11C2CC1O2,4.06385,0.99577,0.91718,2.0318,83.82,-0.2298,0.0848,0.3146,1365.2405,0.181656,-386.999712,-386.991138,-386.990194,-387.033079,33.271
gdb_2668,CCCC#CC#C,18.22343,0.83066,0.80631,1.3471,79.35,-0.2398,-0.0084,0.2314,1383.0279,0.122892,-271.339346,-271.331067,-271.330123,-271.371946,29.032
gdb_88935,CC1CN1CC(=O)C=O,3.33458,0.95629,0.89798,0.9906,74.84,-0.2217,-0.1002,0.1215,1354.4947,0.144318,-439.061663,-439.052083,-439.051139,-439.097123,33.782
gdb_92525,OC1CC2CCC2C1=O,2.89214,1.466,1.10809,2.9209,74.52,-0.2486,-0.028,0.2205,1114.2688,0.160519,-423.043839,-423.03595,-423.035006,-423.076473,30.82
gdb_34154,N#CC12OC3C1CNC23,2.86622,1.69128,1.37076,5.5368,69.66,-0.2427,-0.0073,0.2354,940.8365,0.114541,-416.741688,-416.735016,-416.734072,-416.772788,26.437
gdb_10861,CC1CCC(O)CC1,3.33303,1.51636,1.29791,1.6558,77.28,-0.2556,0.0623,0.3179,1058.8825,0.201857,-350.234151,-350.225739,-350.224795,-350.266382,33.106
gdb_26240,CC(O)C1=NC=C(C)N1,3.89754,1.0249,0.8545,4.4767,79.44,-0.2172,0.0261,0.2432,1378.9829,0.159506,-419.259584,-419.250266,-419.249322,-419.294141,34.19
gdb_46873,O=C1OCC2CN2C1=O,2.72956,1.84594,1.22985,6.1666,62.74,-0.2608,-0.0619,0.1988,954.9156,0.102092,-473.839981,-473.832942,-473.831998,-473.871623,26.423
gdb_101471,CC(CO)C1COCO1,3.3882,0.9552,0.79412,0.8907,74.54,-0.2535,0.0758,0.3292,1451.414,0.182064,-461.356114,-461.346357,-461.345412,-461.391481,34.965
gdb_115682,CCC1OCC1C(N)=O,2.388,1.21236,0.98881,4.3162,75.55,-0.2436,0.0175,0.2612,1293.5952,0.17007,-440.305952,-440.29591,-440.294966,-440.342071,35.393
gdb_53499,CC#CCN(C)C(=O)C,3.26479,0.75808,0.69694,3.611,86.18,-0.2362,0.031,0.2672,1721.9784,0.167746,-403.15618,-403.144848,-403.143904,-403.19516,37.954
gdb_79250,CN1C2C3CC1(C)C23C,2.38286,1.66122,1.4155,0.6656,86.6,-0.2013,0.0884,0.2897,1085.3751,0.193119,-367.157622,-367.14854,-367.147596,-367.190567,35.526
gdb_127407,CN1CCC2=C1ON=N2,3.19985,1.30891,0.94745,4.7523,80.43,-0.2178,-0.0557,0.1621,1184.9692,0.124703,-434.085695,-434.076991,-434.076046,-434.119706,30.189
gdb_37897,C1N2C3CC4CCC13C24,3.00583,2.0725,1.6658,1.9228,81.33,-0.2167,0.0855,0.3022,890.7113,0.175685,-365.945256,-365.939119,-365.938175,-365.975295,27.162
gdb_9410,CN(CCOC)C=O,3.21035,1.18308,1.01421,4.5709,70.25,-0.2367,0.0363,0.2731,1230.036,0.16373,-402.209971,-402.200249,-402.199305,-402.245678,32.736
gdb_70041,CC12CC1C=C(C2)C#C,4.06391,1.0721,0.94663,0.9819,92.35,-0.2147,-0.0162,0.1985,1283.8806,0.158691,-348.733493,-348.725041,-348.724096,-348.766083,33.513
gdb_42825,O=C1C2CC1C1CC1O2,2.58867,1.84859,1.6732,2.9704,70.87,-0.2312,-0.026,0.2052,896.7745,0.137474,-421.801722,-421.794927,-421.793983,-421.832684,27.741
gdb_11430,COC1COC(=N)C1,4.45932,1.39496,1.26346,4.0208,66.41,-0.253,0.0317,0.2847,1008.6906,0.142601,-401.00871,-401.000908,-400.999964,-401.041302,28.294
gdb_100556,CCN(C)C(=O)C1CN1,3.39207,0.9808,0.85121,3.8386,81.78,-0.2417,0.0169,0.2586,1439.9275,0.182452,-420.41149,-420.401302,-420.400358,-420.447855,35.828
gdb_91127,CC1CC2C3CCC3C12,2.73676,1.50592,1.33012,0.131,88.13,-0.2429,0.0756,0.3185,1108.6835,0.207846,-351.105552,-351.09756,-351.096616,-351.137688,32.879
gdb_110383,CC1C2C3C(CO)C2N13,5.25093,0.94119,0.92826,2.1565,79.73,-0.2293,0.0684,0.2978,1339.0824,0.170771,-403.043028,-403.034627,-403.033683,-403.076055,32.338
gdb_3263,C1COCCC=C1,3.36273,3.28831,1.81274,0.9605,65.78,-0.2326,0.0203,0.2529,722.748,0.150653,-309.720734,-309.714274,-309.713329,-309.75101,24.77
gdb_67711,OC12C3CCC1CCC23,2.10691,1.91478,1.64735,1.2913,79.95,-0.2399,0.077,0.3169,986.2934,0.185892,-387.10126,-387.09381,-387.092865,-387.132697,31.156
gdb_230,CC(C)(C)OC,4.35981,2.71989,2.7163,1.0896,60.03,-0.2455,0.079,0.3245,644.1742,0.163225,-272.835594,-272.827416,-272.826471,-272.867062,29.597
gdb_122897,CCCCCC(O)C#C,4.88257,0.50959,0.47685,1.267,89.55,-0.2635,0.0339,0.2974,2334.5566,0.202546,-388.262854,-388.25141,-388.250466,-388.300388,40.81
gdb_50245,O=CC1CC2N=COC12,2.80914,1.59975,1.41946,3.2482,67.86,-0.2507,-0.0282,0.2225,955.1376,0.125287,-437.892803,-437.885485,-437.884541,-437.925496,27.056
gdb_25394,c1c([nH]c(=O)cn1)C=O,3.02948,1.40049,0.95774,2.9854,72.98,-0.2515,-0.1078,0.1437,1111.993,0.090901,-452.813076,-452.806009,-452.805065,-452.844951,26.036
gdb_111682,CC1OCC2C(CO)C12,2.44377,1.31607,1.15592,2.1738,77.96,-0.2492,0.0694,0.3186,1188.5105,0.183239,-424.214258,-424.205335,-424.20439,-424.24779,34.006
gdb_110229,CC12OC(=N)C1C2CO,2.1222,1.55682,1.06235,2.8434,73.99,-0.2558,0.0138,0.2695,1169.8267,0.146506,-439.05669,-439.047794,-439.04685,-439.090651,33.096
gdb_114807,CC12OCC1OC2CO,2.67515,1.32891,1.18653,2.6514,70.92,-0.2503,0.0495,0.2998,1135.8954,0.15819,-460.118744,-460.110019,-460.109075,-460.152192,32.728
gdb_132393,c1c(cc(cc1O)F)O,1.82749,1.78795,0.90375,3.6072,68.19,-0.2207,0.0101,0.2307,1162.3467,0.100716,-481.85727,-481.849829,-481.848884,-481.888942,29.434
gdb_110400,OCC1C2C3C(O)C2N13,4.25691,1.0681,0.98198,1.768,71.91,-0.2493,0.0595,0.3088,1217.9014,0.148089,-438.971206,-438.963459,-438.962514,-439.003622,30.36
gdb_111573,OCC1C2NC3C2OC13,3.23877,1.45438,1.23069,2.299,70.26,-0.228,0.0688,0.2968,1036.982,0.149646,-439.007112,-438.999888,-438.998944,-439.039004,28.726
gdb_75214,CC1=CCC2(C)OCC12,2.74439,1.47016,1.21184,1.7167,84.02,-0.2317,0.0267,0.2584,1139.0413,0.18241,-387.102002,-387.093356,-387.092412,-387.134856,33.654
gdb_21355,c1c2c(c[nH]1)onn2,5.52632,2.23301,1.59038,5.6282,59.48,-0.2225,-0.0476,0.1748,705.1751,0.07459,-393.557623,-393.552206,-393.551262,-393.586874,21.318
gdb_12605,CN1C(=N)COC1=N,3.2582,2.27081,1.36112,2.3061,66.05,-0.2372,0.0052,0.2424,864.8333,0.120519,-396.018404,-396.010832,-396.009888,-396.05086,26.934
gdb_44692,N=C1CC2OC(=O)C2O1,3.36496,1.42409,1.20849,3.7698,62.62,-0.2705,-0.0201,0.2504,1000.4479,0.102307,-473.860241,-473.853358,-473.852413,-473.892207,25.801
gdb_7766,CC1CC=CC(=O)O1,3.37114,1.95216,1.28826,4.8208,67.44,-0.2609,-0.0442,0.2167,927.7412,0.131224,-383.794596,-383.787364,-383.78642,-383.826022,27.271
gdb_71108,CC12CC3C(N1)C3C2=O,2.518,2.03728,1.58079,3.6965,74.05,-0.2199,-0.0081,0.2118,914.4398,0.149916,-401.964924,-401.957776,-401.956831,-401.996137,29.129
gdb_66373,OC1(CCCOC1)C#N,2.32406,1.42119,1.34402,3.4077,71.58,-0.2648,0.0117,0.2765,1070.2348,0.148488,-439.102498,-439.094129,-439.093185,-439.135162,32.074
gdb_84392,OC1C=CC(O)C1C#N,2.20574,1.76698,1.15193,3.1681,69.27,-0.2797,-0.0164,0.2634,1047.4478,0.124569,-437.900001,-437.891709,-437.890765,-437.932938,31.239
gdb_112583,CCC1CC(C)(O1)C#C,3.288,0.95906,0.8995,1.5853,85.59,-0.2497,0.0329,0.2826,1429.4541,0.179389,-387.052704,-387.042614,-387.04167,-387.087923,37.535
gdb_83038,CC1C2N1CC=CC2=O,2.41128,1.62682,1.10215,3.471,79.83,-0.2329,-0.0518,0.1811,1123.3961,0.148412,-401.958279,-401.950322,-401.949378,-401.990668,30.611
gdb_130744,c1nn(c(=O)o1)CC#N,3.21289,1.27292,1.02165,3.5631,59.92,-0.269,-0.0248,0.2442,1089.1418,0.078525,-468.841463,-468.83404,-468.833096,-468.874683,25.665
gdb_5839,CC(C)(C)C(=O)CO,3.11298,1.38632,1.22719,3.7822,71.34,-0.2371,-0.0075,0.2295,1100.2709,0.173102,-386.155071,-386.144968,-386.144024,-386.189783,36.534
gdb_78524,OC1C2C3(O)CC2(O)C13,2.59078,1.7514,1.2124,2.8952,67.91,-0.2467,0.0596,0.3062,1009.0964,0.134958,-458.879656,-458.871776,-458.870832,-458.911384,31.865
gdb_17321,CN1C2C3NC3C12C,2.83002,2.43067,1.75427,2.1048,72.11,-0.198,0.0679,0.2659,835.1267,0.152736,-343.872157,-343.864468,-343.863523,-343.903547,29.918
gdb_34171,N#CC12NC3C4C(C14)C23,3.88135,1.60186,1.40578,4.3424,72.46,-0.2467,0.0064,0.253,906.0016,0.114948,-379.587884,-379.581713,-379.580769,-379.618354,25.42
gdb_44378,O=C1CN2CC3C(N1)C23,3.40921,1.6513,1.384,3.738,71.38,-0.2115,0.0276,0.239,939.2774,0.139361,-417.996894,-417.990221,-417.989277,-418.027863,27.326
gdb_104134,COC1(C)CCC(=O)O1,2.5677,1.34034,1.20234,3.6303,71.5,-0.2633,0.0144,0.2777,1142.6097,0.15791,-460.219455,-460.210356,-460.209412,-460.253344,33.646
gdb_42911,O=C1C2CC2C1C1CN1,2.76605,1.5032,1.20848,3.7513,75.21,-0.2354,-0.0199,0.2154,1066.0552,0.148698,-401.905145,-401.897345,-401.896401,-401.937787,29.849
gdb_56088,CC(=O)CCC#CC=O,7.22334,0.4727,0.44729,4.79,81.89,-0.2591,-0.0603,0.1988,2305.3296,0.131334,-421.830126,-421.819408,-421.818463,-421.869782,34.628
gdb_78104,CN1C2C(CC12C)C=O,2.79636,1.15221,0.95989,2.6973,81.83,-0.2427,-0.0231,0.2196,1293.226,0.168821,-403.114896,-403.105595,-403.104651,-403.149062,34.428
gdb_78467,CC1C2C1C1CC2CO1,3.26164,1.42077,1.39814,1.5391,81.04,-0.2404,0.091,0.3314,1059.109,0.185755,-387.081187,-387.074023,-387.073079,-387.1123,30.27
gdb_38224,C1N2CC11OC=NCC21,3.32986,1.7975,1.43771,1.0135,71.93,-0.2472,0.0162,0.2634,911.4105,0.13956,-417.924984,-417.918679,-417.917735,-417.955525,26.206
gdb_101129,COC(C)C12CC1OC2,2.93469,1.11665,1.00722,2.7945,78.97,-0.2277,0.074,0.3017,1300.4045,0.180484,-424.168718,-424.159167,-424.158223,-424.203582,35.047
gdb_15230,CCC1C(C)C1C#N,2.31422,1.82554,1.29846,4.0922,75.91,-0.2794,0.0318,0.3112,1042.3511,0.164941,-327.942772,-327.933773,-327.932829,-327.976421,32.444
gdb_23158,CN1CC(=NO)C1C#N,2.12912,1.34908,0.87215,4.5062,74.95,-0.2478,-0.0193,0.2284,1286.7372,0.122576,-433.998886,-433.989864,-433.98892,-434.032973,32.206
gdb_88603,CC1OC1C1C(C)C1O,2.73758,1.27584,1.13733,2.7507,78.53,-0.2319,0.0761,0.308,1200.0961,0.181164,-424.193321,-424.183769,-424.182824,-424.227591,35.824
gdb_132619,c1cc(nc(c1N)F)O,3.15054,1.39121,0.96613,2.2674,69.46,-0.2003,-0.0178,0.1825,1112.849,0.102169,-478.043626,-478.036181,-478.035237,-478.075307,29.046
gdb_72435,CC12CCC(C1)C1OC21,2.29768,2.11005,1.48993,1.8697,79.85,-0.2521,0.0862,0.3383,978.4569,0.185316,-387.095722,-387.088468,-387.087524,-387.126749,30.811
gdb_64012,CC1(CC=CC(=O)N1)C,2.52297,1.45253,1.16105,4.2931,81.37,-0.2368,-0.03,0.2068,1145.2716,0.171441,-403.209093,-403.200348,-403.199404,-403.241927,34.364
gdb_38129,C1CC2C=CC3OC2C13,2.72292,2.03995,1.80485,1.846,77.13,-0.2308,0.0037,0.2344,871.634,0.163597,-385.882224,-385.876048,-385.875104,-385.912293,27.054
